id,title,bhg_group,cluster,duration_years,bibb_url,skills,description,x,y
134,Zahnmedizinischer Fachangestellter/ Zahnmedizinische Fachangestellte,Medizinische Gesundheitsberufe,Gesundheit & Medizin,3.0,https://www.bibb.de/dienst/berufesuche/de/index_berufesuche.php/profile/apprenticeship/zfa22,und kieferchirurgi|Personen|zielgruppen|und prozessorientiertes Arbeiten,"Profil der beruflichen Handlungsfähigkeit: Personen-, zielgruppen- und situationsorientiertes Betreuen vor, während und nach Behandlungen, Assistieren bei zahnärztlichen Behandlungen, Erläutern von Möglichkeiten der Karies- und Parodontalprophylaxe sowie Anleiten zur Mundhygiene, Mitwirken in der Gruppenprophylaxe, Abrechnen von Leistungen und Kontrollieren von Zahlungseingängen, Dokumentieren von Behandlungsabläufen, Organisieren der Arbeitsprozesse, Gestalten von personen-, zielgruppen- und situationsgerechten Kommunikationsprozessen, Erstellen von Röntgenaufnahmen, Durchführen von bildgebenden Verfahren, Durchführen von Hygienemaßnahmen, Aufbereiten und Freigeben von Medizinprodukten, Mitwirken und Durchführen qualitätssichernder Maßnahmen, Anwenden von Informations- und Kommunikationssystemen, Beachten der rechtlichen Regelungen zum Datenschutz, Einhalten der Verschwiegenheitspflichten, Umsetzen von Umweltschutz und Nachhaltigkeit, team- und prozessorientiertes Arbeiten.

Berufliche Tätigkeitsfelder: Zahnmedizinische Fachangestellte arbeiten in Zahnarztpraxen, kieferorthopädischen, oral- und kieferchirurgi-schen Praxen sowie in Zahnkliniken. Beschäftigung finden sie auch im öffentlichen Gesundheitswesen, in der Dentalindustrie, bei Krankenkassen und in Abrechnungszentren.",-29.66547225859091,-20.1533926976869
135,Büchsenmacher/Büchsenmacherin,"Metallerzeugung und -bearbeitung, Metallbauberufe","Ingenieurwesen, Produktion & Handwerk",3.0,https://www.bibb.de/dienst/berufesuche/de/index_berufesuche.php/profile/apprenticeship/09567,,"Profil der beruflichen Handlungsfähigkeit: Herstellen von Schusswaffen, Manuelles und maschinelles Anfertigen von Bau- und Waffenteilen aus Metall, Holz und Kunststoff, Anwenden moderner und traditioneller Techniken, Montieren von optischen Geräten auf Schusswaffen, Warten, Reparieren und Pflegen von Schusswaffen, Herstellen von Ersatzteilen und Einbau dieser, Restaurieren von historischen Schusswaffen, Herstellen der Gesamtfunktion von Schusswaffen und Zubehör sowie Überprüfen der Zielgenauigkeit, Beachten von waffenrechtlichen Bestimmungen, insbesondere Waffengesetz, Beschussgesetz, Kriegswaffenkontrollgesetz, Sprengstoffgesetz und Jagdrecht, Anwenden von waffenrechtlichen Bestimmungen, insbesondere im Hinblick auf Erwerb, Besitz, Führung, Transport, Aufbewahrung, Überlassung und Herstellung, Anwenden von Sicherheit sowie dem Gesundheits- und Umweltschutz bei ihrer Arbeit, Durchführen der Arbeiten unter dem Aspekt der Qualitätssicherung, Beraten und Betreuen von Kunden, Planen der Auftragsabwicklung unter Berücksichtigung sicherheitstechnischer und betriebswirtschaftlicher Gesichtspunkte und Disponieren von Material.

Berufliche Tätigkeitsfelder: Büchsenmacher und Büchsenmacherinnen sind in Betrieben des Büchsenmacherhandwerks und in der industriellen Produktion von Schusswaffen tätig. Darüber hinaus arbeiten sie im Waffenfachhandel.",-8.184747804642548,-14.885398878898261
136,Chirurgiemechaniker/Chirurgiemechanikerin,"Metallerzeugung und -bearbeitung, Metallbauberufe","Ingenieurwesen, Produktion & Handwerk",3.5,https://www.bibb.de/dienst/berufesuche/de/index_berufesuche.php/profile/apprenticeship/2843101,,Chirurgiemechaniker/Chirurgiemechanikerin,-296.3136393979842,249.78888906008459
137,Feinpolierer/Feinpoliererin,"Metallerzeugung und -bearbeitung, Metallbauberufe","Ingenieurwesen, Produktion & Handwerk",3.0,https://www.bibb.de/dienst/berufesuche/de/index_berufesuche.php/profile/apprenticeship/2312101,,Feinpolierer/Feinpoliererin,-301.83048380726996,254.93986926215584
138,Konstruktionsmechaniker/ Konstruktionsmechanikerin,"Metallerzeugung und -bearbeitung, Metallbauberufe","Ingenieurwesen, Produktion & Handwerk",3.5,https://www.bibb.de/dienst/berufesuche/de/index_berufesuche.php/profile/apprenticeship/121214,und Metallbau,"Profil der beruflichen Handlungsfähigkeit: Planen der Aufgaben anhand von technischen Unterlagen, Herstellen von Bauteilen, Baugruppen und Metallkonstruktionen aus Blechen, Rohren oder Profilen durch manuelle und maschinelle Fertigungsverfahren, Durchführen von Schweißverfahren unter Beachtung der Arbeitssicherheit und des Umweltschutzes, Montieren und Demontieren von Metallkonstruktionen und Anwenden unterschiedlicher Fügetechniken, Erstellen von Hilfskonstruktionen, Vorrichtungen, Schablonen und Abwicklungen, Auswählen von Prüfgeräten und Prüfverfahren und Anwenden des betrieblichen Qualitätssicherungssystems, Durchführen der notwendigen Wartungsarbeiten an Anlagen, Maschinen und Werkzeugen, Abstimmen der Arbeiten mit vor- und nachgelagerten Bereichen, Bearbeiten von komplexen Aufträgen im Team, Selbständiges Durchführen von Tätigkeiten unter Beachtung der einschlägigen Vorschriften und Sicherheitsbestimmungen, Nutzen von IT-Systemen auch in digitalisierten Prozessen, Anwenden von Vorschriften zu Datenschutz und Informationssicherheit.

Berufliche Tätigkeitsfelder: Konstruktionsmechaniker und Konstruktionsmechanikerinnen arbeiten in den Bereichen Ausrüstungstechnik, Feinblechbau, Schiffbau, Schweißtechnik und im Stahl- und Metallbau.",65.55442524127527,-81.57791652986316
139,Oberflächenbeschichter/ Oberflächenbeschichterin,"Metallerzeugung und -bearbeitung, Metallbauberufe","Ingenieurwesen, Produktion & Handwerk",3.0,https://www.bibb.de/dienst/berufesuche/de/index_berufesuche.php/profile/apprenticeship/kjiu9807,,"Profil der beruflichen Handlungsfähigkeit: Anwenden von Beschichtungsverfahren der chemischen und elektrochemischen Abscheidung von Metallen und Legierungen, der Anodisations- und Dünnschichttechnik sowie das Feuerverzinken, Anwenden mechanischer, chemischer und elektrolytischer Verfahren der Vor- und Nachbehandlung von unbeschichteten und beschichteten Oberflächen, Erzeugen dekorativer oder funktioneller Schichten durch chemische und elektrochemische Abscheidung von Metallen und Legierungen, anodische Oxidation, Dünnschichttechniken oder Feuerverzinken, Anwenden der Grundlagen der mechanischen Fertigungs- und Fügeverfahren, Entfernen von Beschichtungen auf unterschiedlichen Grundwerkstoffen mit mechanischen, chemischen, elektronischen und physikalischen Verfahren, Planen und Koordinieren des Arbeitsablaufs mit den vor- und nachgelagerten Fertigungsprozessen, Steuern des Fertigungsprozesses, Bedienen, Überwachen und Warten technischer Einrichtungen und Anlagen, insbesondere durch die Eingabe von Prozessparametern, Eingriffe in Steuerprogramme, die Dokumentation des Funktions- und Prozessablaufs einschließlich der peripheren Einrichtungen, Berücksichtigen von ökologischen Aspekten in allen Phasen des Fertigungsprozesses, insbesondere der Verfahren der Stoffrückführung und -rückgewinnung, Sichern der Qualität der Erzeugnisse im Rahmen von Qualitätsmanagement durch den Einsatz von Prüfmitteln sowie der systematischen Fehlersuche und -analyse, Selbständiges Ausführen der im Arbeitsbereich übertragenen Aufgaben.

Berufliche Tätigkeitsfelder: Oberflächenbeschichter / Oberflächenbeschichterinnen arbeiten in industriellen und handwerklichen Betrieben an Beschichtungsanlagen im Bereich Galvanotechnik und Feuerverzinkung.",-49.81836627729705,-18.442388587957524
140,Stanz- und Umformmechaniker/ Stanz- und Umformmechanikerin,"Metallerzeugung und -bearbeitung, Metallbauberufe","Ingenieurwesen, Produktion & Handwerk",3.0,https://www.bibb.de/dienst/berufesuche/de/index_berufesuche.php/profile/apprenticeship/n95hj54,Die Arbeitsgebiete des Stanz|und Umformmechanikers und der Stanz|des Maschinen|Elektronik|Luft|und Raumfahrt|und Telekommunikationsindustrie,"Profil der beruflichen Handlungsfähigkeit: Herstellen von Bauteilen aus Blechen und Drähten mit Produktionsanlagen der Stanz- und Umformtechnik, Einrichten von Produktionsanlagen der Stanz- und Umformtechnik, Ermitteln von Prozessparametern und Herstellen der Produktionsfähigkeit der Anlage, Einrichten von Handhabungs- und Materialflusssystemen, Inbetriebnehmen von Produktionsanlagen, Durchtakten der Anlage in der Nullserie, Fahren von Testreihen und Dokumentieren von Produktionsparametern und Ergebnissen, Programmieren und Parametrieren von Produktionsanlagen, Planen, Überwachen und Optimieren von Prozessabläufen, Durchführen von prozessbegleitenden Prüfungen mit entsprechenden Dokumentationen, Anwenden von Standardsoftware, Produktions- und Qualitätssicherungssoftware zur Auftragsbearbeitung, Anwenden von Normen, Vorschriften und Regeln zur Sicherung der Prozessfähigkeit von Produktionsanlagen und Beitragen zur Verbesserung der Prozessabläufe, Ermitteln und Dokumentieren von technischen Störungen an Anlagen, Feststellen von Qualitätsabweichungen an Produkten, Durchführen von systematischen Fehleranalysen und Organisieren oder Ergreifen von Maßnahmen zu deren Beseitigung, Organisieren von logistischen Prozessen für Produkte, Werkzeuge und Betriebsstoffe, Beschaffen und Verwenden von Informationen aus Datenblättern, Vorschriften, Normen, Beschreibungen und Betriebsanleitungen zur Auftragsdurchführung, Anwenden von informationstechnischen Systemen und branchenüblicher Software zur Beschaffung von Informationen, zur Bearbeitung von Aufträgen und zur Dokumentation von Ergebnissen.

Berufliche Tätigkeitsfelder: Die Arbeitsgebiete des Stanz- und Umformmechanikers und der Stanz- und Umformmechanikerin liegen in Serienproduktionslinien der Industrie sowie bei produktionsunterstützenden Dienstleistungsunternehmen. Sie arbeiten überwiegend in den Bereichen des Automobil-, des Maschinen- und Anlagenbaus, der erneuerbaren Energien sowie der Medizin-, Elektronik-, Luft- und Raumfahrt- und Telekommunikationsindustrie.",43.572730158405804,-100.15491710255168
141,Uhrmacher/Uhrmacherin,"Metallerzeugung und -bearbeitung, Metallbauberufe","Ingenieurwesen, Produktion & Handwerk",3.0,https://www.bibb.de/dienst/berufesuche/de/index_berufesuche.php/profile/apprenticeship/57687980,Regel|und Umweltschutz bei der Arbeit,"Profil der beruflichen Handlungsfähigkeit: Instandhalten von mechanischen und elektronischen Uhren und Uhrenanlagen und deren Komponenten, Montieren und Demontieren von Bauteilen und Baugruppen, Durchführen von Messungen unter Einsatz modernster Messtechniken, Herstellen von Werkstücken und Bauteilen durch manuelles und maschinelles Spanen, Herstellen von lösbaren und unlösbaren Verbindungen, Durchführen von Maßnahmen der Wärmebehandlung und der Werkstoffprüfung, Behandeln und Schützen von Oberflächen und Prüfen von deren Form und Beschaffenheit, Programmieren und Bedienen von numerisch gesteuerten Werkzeugmaschinen, Instandhalten von industriell gefertigtem Schmuck, Selbständiges Durchführen der Arbeiten auf der Grundlage von technischen Unterlagen und Arbeitsaufträgen, Verkaufen von Waren und Produkten des Betriebes, Beraten von Kunden/Kundinnen in Bezug auf Produkte und Dienstleistungen des Unternehmens, Bearbeiten von Reklamationen, Mitwirken bei der Ermittlung von Verkaufspreisen, der Erstellung von Angeboten, Instandsetzungs- und Verkaufsabrechnungen, Mitgestalten des Warensortiments, Auszeichnen und Präsentieren von Waren, Kontrollieren des Warenbestands, Beschaffen von Waren, Überwachen des Wareneingangs, Durchführen von Reklamationen beim Wareneingang, Lagern und Pflegen der Waren, Planen und Koordinieren der Arbeit und Abstimmen mit anderen, insbesondere mit Kunden/Kundinnen, Betriebsinhaber/Betriebsinhaberinnen und Kollegen/Kolleginnen, Beschaffen von Informationen, Ergreifen von qualitätssichernden Maßnahmen, Dokumentieren der Leistungen und Ergreifen von Maßnahmen zur Sicherheit, zum Gesundheits- und Umweltschutz bei der Arbeit.

Berufliche Tätigkeitsfelder: Beschäftigungsmöglichkeiten finden Uhrmacher/innen in Reparatur- und Servicestätten des Uhrmacherhandwerks und des Uhrenhandels sowie in der Uhrenindustrie, aber auch in Betrieben, die Erzeugnisse der Mess-, Regel- und Nachrichtentechnik oder Schmuckwaren herstellen, sowie im Uhrengroßhandel.",204.44317561361515,-235.63751438496377
142,Verfahrensmechaniker für Beschichtungstechnik/ Verfahrensmechanikerin für Beschichtungstechnik,"Metallerzeugung und -bearbeitung, Metallbauberufe","Ingenieurwesen, Produktion & Handwerk",3.0,https://www.bibb.de/dienst/berufesuche/de/index_berufesuche.php/profile/apprenticeship/5120101,analyse,"Profil der beruflichen Handlungsfähigkeit: Anwenden von mechanischen, chemischen und elektrolytischen Verfahren der Vor- und Nachbehandlung von unbeschichteten und beschichteten Oberflächen, Beherrschen des Lagerns und Förderns der zu beschichtenden Werkstoffe und Güter sowie das Lagerns, Förderns, Dosierens und Mischens von festen und flüssigen Applikationsstoffen, Beherrschen verschiedener Applikationsverfahren wie Sprüh- und Auftragsverfahren sowie elektrostatische Beschichtungen, Bedienen, Überwachen und Warten der technischen Einrichtungen und Anlagen insbesondere durch die Eingabe von Prozessparametern, Eingriffe in Steuerprogramme, die Dokumentation des Funktions- und Prozessablaufs einschließlich der peripheren Einrichtungen, Beherrschendes Fertigungsprozesses, Selbständiges Ausführen der im Arbeitsbereich übertragenen Aufgaben, Planen und Koordinieren des Arbeitsablaufs mit den vor- und nachgelagerten Fertigungsprozessen, Beherrschen der Grundlagen der mechanischen Fertigungs- und Fügeverfahren, Berücksichtigen von ökologischen Aspekten in allen Phasen des Fertigungsprozesses, Sichern der Qualität der Erzeugnisse im Rahmen von Qualitätsmanagement durch den Einsatz von Prüfmitteln sowie der systematischen Fehlersuche und -analyse.

Berufliche Tätigkeitsfelder: Beschäftigungsmöglichkeiten finden Verfahrensmechaniker/innen für Beschichtungstechnik überwiegend in Industriebetrieben.",-89.63618833373471,15.614650977715495
143,Verfahrenstechnologe Metall/ Verfahrenstechnologin Metall,"Metallerzeugung und -bearbeitung, Metallbauberufe","Ingenieurwesen, Produktion & Handwerk",3.5,https://www.bibb.de/dienst/berufesuche/de/index_berufesuche.php/profile/apprenticeship/1132016,,"Profil der beruflichen Handlungsfähigkeit: Umformen von Werkstoffen, Steuern und Regeln von Produktionsprozessen, Einrichten von Handhabungs- und Materialflusssystemen, Überwachen und Optimieren von Prozessabläufen, Durchführen von prozessbegleitenden Prüfungen, Anwenden von Standard- und Produktionssoftware zur Auftragsbearbeitung, Arbeiten im Team (auch international), Erkennen und Beseitigen von Störungen im Produktionsablauf, Anwenden von Wärmebehandlungsverfahren, Instandhalten von Produktionssystemen und Anlagen, Beeinflussen von chemischen Vorgängen, Prüfen von Werkstoffen und Durchführen von qualitätssichernden Maßnahmen, Vorbereiten, Transportieren und Lagern von Vormaterialien, Handhaben von Werk- und Hilfsstoffen, Umweltgerechtes Entsorgen von Hilfs- und Betriebsstoffen, Handhaben und Warten von Arbeits- und Betriebsmitteln, Aufbauen und Anwenden von Steuerungs- und Regelungstechnik, Organisieren und Durchführen logistischer Prozesse.",143.91695105195103,-71.43215972058144
144,Werkzeugmechaniker/Werkzeugmechanikerin,"Metallerzeugung und -bearbeitung, Metallbauberufe","Ingenieurwesen, Produktion & Handwerk",3.5,https://www.bibb.de/dienst/berufesuche/de/index_berufesuche.php/profile/apprenticeship/585859,Press|und Prägeformen sowie Stanz,"Profil der beruflichen Handlungsfähigkeit: Fertigen von Einzelteilen aus unterschiedlichen Werkstoffen mit Werkzeugen und Maschinen, Programmieren und Bedienen von Maschinen mit numerischer Steuerung, Stellen insbesondere von Spritzguss-, Press- und Prägeformen sowie Stanz- und Umformwerkzeugen, Erstellen von Vorrichtungen und Betriebsmitteln zur Unterstützung bzw. zum Aufbau von industriellen Fertigungseinrichtungen, Fügen von Bauteilen und Baugruppen zu Werkzeugen, Instrumenten, Vorrichtungen oder Formen, Herstellen von Formflächen mit Feinbearbeitungsverfahren, Durchführen von Instandhaltungsmaßnahmen, Prüfen und Optimieren der Funktionen und Abläufe hinsichtlich Quantität und Qualität, Anwenden von technischen Unterlagen und Nutzen der Informations- und Kommunikationssysteme auch in englischer Sprache, Planen und Steuern der Arbeitsabläufe, Arbeiten im Team, Kontrollieren, Beurteilen und Dokumentieren der Arbeitsergebnisse und Anwenden von Qualitätssicherungsmethoden, Nutzen von IT-Systemen auch in digitalisierten Prozessen, Anwenden von Vorschriften zu Datenschutz und Informationssicherheit.

Berufliche Tätigkeitsfelder: Werkzeugmechaniker und Werkzeugmechanikerinnen arbeiten vorwiegend in Industriebetrieben in den Einsatzgebieten Formentechnik, Instrumententechnik, Stanztechnik oder Vorrichtungstechnik. Sie sind insbesondere in der industriellen Serienfertigung von Produkten aus Kunststoffen und Metallen tätig, sowie in der Herstellung von Instrumenten für die operative Medizintechnik.",51.649521586110666,-90.12798801549052
145,Zerspanungsmechaniker/ Zerspanungsmechanikerin,"Metallerzeugung und -bearbeitung, Metallbauberufe","Ingenieurwesen, Produktion & Handwerk",3.5,https://www.bibb.de/dienst/berufesuche/de/index_berufesuche.php/profile/apprenticeship/782319,und Serienfertigung,"Profil der beruflichen Handlungsfähigkeit: Beurteilen und Analysieren von Fertigungsaufträgen auf technische Umsetzbarkeit, Auswählen von Informationsquellen und technischen Unterlagen zur Durchführung der Fertigung, Auftragsbezogenes Auswählen von Fertigungssystemen, Planen von Fertigungsprozessen, Erstellen, Optimieren und Einrichten der Programme für numerisch gesteuerte Fertigungssysteme, Nutzen von Datenblättern, Beschreibungen, Betriebsanleitungen und anderen berufstypischen Informationen auch in englischer Sprache, Einrichten des Arbeitsplatzes und Organisieren der Arbeitsabläufe unter Beachtung terminlicher und wirtschaftlicher Vorgaben, Herstellen von Bauteilen nach qualitativen Vorgaben durch maschinelle spanabhebende Fertigungsverfahren und Überwachen des Fertigungsprozesses, Anwenden von Qualitätsmanagementsystemen, Dokumentieren und Bewerten der Arbeits- und Prüfergebnisse und Ableiten von Maßnahmen zur Fertigungs- und Produktoptimierung, Überwachen und Prüfen der Sicherheitseinrichtungen, Warten und Inspizieren von Fertigungssystemen, Arbeiten im Team, Einweisen in die Bedienung von Fertigungssystemen, Abstimmen der Tätigkeiten mit vor- und nachgelagerten Bereichen, Beachten der Kundenforderungen, Nutzen von IT-Systemen auch in digitalisierten Prozessen, Anwenden von Vorschriften zu Datenschutz und Informationssicherheit.

Berufliche Tätigkeitsfelder: Zerspanungsmechaniker und Zerspanungsmechanikerinnen arbeiten in Bereichen der Industrie und des Handwerks, in denen durch spanende Verfahren Bauteile gefertigt werden. Typische Einsatzgebiete sind Drehmaschinensysteme, Fräsmaschinensysteme, Drehautomatensysteme und Schleifmaschinensysteme der Einzel- und Serienfertigung.",25.29780854734037,-87.99720938931199
146,Augenoptiker/Augenoptikerin,"Nichtmedizinische Gesundheits-, Körperpflege- und Wellnessberufe, Medizintechnik",Gesundheit & Medizin,3.0,https://www.bibb.de/dienst/berufesuche/de/index_berufesuche.php/profile/apprenticeship/180111,,"Profil der beruflichen Handlungsfähigkeit: Korrigieren von Fehlsichtigkeiten durch Sehhilfen, Beraten von Kunden bei der Auswahl von Brillen, Kontaktlinsen und vergrößernden Sehhilfen, Ermitteln von Brillengläsern nach Verwendung, Verordnung und Sehaufgabe, Informieren von Kunden über Auswirkungen der Sehhilfen auf den Sehvorgang, Manuelles und maschinelles Bearbeiten von Werkstoffen, insbesondere aus Glas, Kunststoff und Metall, Bearbeiten und Einfassen von Brillengläsern, Anatomisches und optisches Anpassen von Brillen, Modifizieren und Reparieren von Brillen, Einweisen in den Gebrauch von Sehhilfen, Durchführen von Verwaltungsarbeiten, Mitwirken beim betrieblichen RechnungswesenKundenberatung.

Berufliche Tätigkeitsfelder: Augenoptiker/Augenoptikerinnen arbeiten in Betrieben des Augenoptikerhandwerks und der augenoptischen Industrie.",-57.320262014957365,38.624715179767236
147,Bestattungsfachkraft,"Nichtmedizinische Gesundheits-, Körperpflege- und Wellnessberufe, Medizintechnik",Gesundheit & Medizin,3.0,https://www.bibb.de/dienst/berufesuche/de/index_berufesuche.php/profile/apprenticeship/190107,und Verarbeiten von Werk,"Profil der beruflichen Handlungsfähigkeit: Entgegennehmen und Bearbeiten von Bestattungsaufträgen, Beachten von Verfügungen zur Bestattung und Betreuung und Beratung von Angehörigen unter Berücksichtigung der jeweiligen Trauersituation sowie Anwendung (trauerpsychologischer Maßnahmen) und Informieren über Möglichkeiten der organisatorischen und psychologischen Betreuung,Durchführen von friedhofstechnischen Arbeiten, Versorgen von Verstorbenen nach hygienischen und thanatopraktischen Grundsätzen, Sorgen für Verstobene durch Überführen, Aufbewahren und Aufbahren, Mitwirken bei der Durchführung der Bestattung, Informieren über Möglichkeiten der Bestattungsvorsorge, Unterbreiten von Angeboten hierüber und Erläutern von Finanzierungsmöglichkeiten, Beachten von einschlägigen Rechtsvorschriften, Normen und Sicherheitsbestimmungen sowie Riten und Gebräuchen,Selbstständiges Arbeiten und Arbeiten im Team, Abstimmen der Arbeiten mit den übrigen betrieblichen und außerbetrieblichen Beteiligten, Kundenorientiertes Arbeiten und Nutzen von modernen Informations- und Kommunikationstechniken, Planen von Arbeitsabläufen, Kontrollieren und Beurteilen vonArbeitsergebnissen, Be- und Verarbeiten von Werk- und Hilfsstoffen, Bearbeiten von Verwaltungsvorgängen, Mitwirken bei der Kostenermittlung und Anwenden von qualitätssichernden Maßnahmen sowie Maßnahmen des Gesundheitsschutzes, Anfertigen und Anwenden von technischen Unterlagen, Handhaben und Warten von Werkzeugen, Geräten, Maschinen und technischen Einrichtungen,.

Berufliche Tätigkeitsfelder: Bestattungsfachkräfte arbeiten in Bestattungsunternehmen sowie in Friedhofsverwaltungen.",128.0641764830116,-118.49106950806572
148,Friseur/Friseurin,"Nichtmedizinische Gesundheits-, Körperpflege- und Wellnessberufe, Medizintechnik",Gesundheit & Medizin,3.0,https://www.bibb.de/dienst/berufesuche/de/index_berufesuche.php/profile/apprenticeship/123456,Fernseh|und des Umweltschutzes,"Profil der beruflichen Handlungsfähigkeit: Reinigen und Pflegen von Haar und Kopfhaut, Schneiden der Haare mit klassischen und modernen Techniken, Durchführen von modischen Struktur- und Farbveränderungen der Haare, Planen, Formen und Gestalten von Frisuren, Beraten der Kunden in Friseur- und Kosmetikdienstleistungen unter Berücksichtigung ästhetischer Aspekte, der Kopf- und Gesichtsform, der Gesamterscheinung sowie modischer Trends, Unterbreiten und Umsetzen individueller Vorschläge, Betreuen von Kunden vor, während und nach der Behandlung und Eingehen auf deren Erwartungen und Wünschen, Durchführen von Haarverlängerungen und -verdichtungen und Gestalten mit Haarersatz, Pflegen der Hände und Gestalten der Nägel, Durchführen kosmetischer Maßnahmen, Planen und Dokumentieren der Behandlungsabläufe, Mitwirken bei der Organisation von Betriebsabläufen und Überwachen der Terminplanungen, Beraten der Kunden bei Produktauswahl und Produktanwendung, Präsentieren und Verkaufen der Waren sowie Produkte, Unterstützen von Marketingmaßnahmen im Salon, Anwenden der Vorschriften und Richtlinien des Gesundheits- und des Umweltschutzes.

Berufliche Tätigkeitsfelder: Friseure / Friseurinnen sind vorwiegend in Fachbetrieben des Friseurhandwerks beschäftigt, werden aber auch in Hotels, in Wellnessbereichen, auf Kreuzfahrtschiffen, in Krankenhäusern, Altenheimen und Reha-Einrichtungen eingesetzt. Darüber hinaus sind sie bei Film-, Fernseh- und Theaterproduktionen, Fotoshootings und Modenschauen tätig. Weitere Einsatzgebiete sind der Verkauf in Drogerien, Parfümerien und Warenhäusern. Eine besondere Beschäftigungsmöglichkeit bietet auch die Tätigkeit als Fachberater in der haarkosmetischen Industrie.",4.29849473472423,-27.299065854379
149,Hörakustiker/Hörakustikerin,"Nichtmedizinische Gesundheits-, Körperpflege- und Wellnessberufe, Medizintechnik",Gesundheit & Medizin,3.0,https://www.bibb.de/dienst/berufesuche/de/index_berufesuche.php/profile/apprenticeship/fs787sf,und Abrechnungsprozessen,"Profil der beruflichen Handlungsfähigkeit: Bestimmen und Beurteilen des individuellen Hörprofils durch Erheben der Anamnese, Einordnen der vorliegenden und ermittelten Befunde sowie Ermitteln des Hörbedarfs, Erheben und Bewerten audiologischer und otoskopischer Befunde unter Berücksichtigung anatomischer und pathologischer Gegebenheiten der Patienten, der Ergebnisse der Reinton- und Sprachaudiometrie sowie weiterführender Messverfahren, Beraten von Patienten hinsichtlich der Versorgung mit Hörsystemen, Hörassistenzsystemen und Sonderversorgungen unter Einbeziehung individueller Hörerwartungen sowie bezüglich Hörtraining, Hörtaktiken, Tinnitus, Implantaten, Pädakustik, individuellem Gehörschutz und Zubehör, Erstellen dreidimensionaler Abbilder des äußeren Ohrs unter Berücksichtigung psychologischer, anatomischer, pathologischer, akustischer, hörsystemtechnischer sowie kosmetischer Gegebenheiten, Herstellen von Otoplastiken, individuellem Gehörschutz und Sonderotoplastiken unter Berücksichtigung anatomischer, pathologischer, akustischer, hörsystemtechnischer sowie kosmetischer Gegebenheiten, Auswählen von Hörsystemen, Hörassistenzsystemen, Sonderversorgungen und Zubehör, Voreinstellen und Anpassen von Hörsystemen, Hörassistenzsystemen und Sonderversorgungen entsprechend des individuellen Hörprofils, Feinanpassen entsprechend dem individuellen Hörprofil, unter Durchführung und Beurteilung der vergleichenden Anpassung und Anleiten der Patienten zur Nutzung, Betreuen von Patienten und Durchführen von Rehabilitationsmaßnahmen, insbesondere durch fortlaufende audiologische Nachsorge sowie Einsatz von Hörassistenzsystemen und Kommunikationstraining, Durchführen von Service- und Instandhaltungsmaßnahmen an Hörsystemen, Hörassistenzsystemen, Sonderversorgungen und Zubehör, Organisieren und Ausführen von Geschäfts- und Abrechnungsprozessen.

Berufliche Tätigkeitsfelder: Hörakustiker und Hörakustikerinnen arbeiten vorwiegend in Handwerksbetrieben im engen Kontakt mit Patienten und Kunden.",-111.40729441667783,54.625656750344405
150,Kosmetiker/Kosmetikerin,"Nichtmedizinische Gesundheits-, Körperpflege- und Wellnessberufe, Medizintechnik",Gesundheit & Medizin,3.0,https://www.bibb.de/dienst/berufesuche/de/index_berufesuche.php/profile/apprenticeship/05968758,Einrichtungen,"Profil der beruflichen Handlungsfähigkeit: Beraten und Betreuen der Kunden beim Verkauf von kosmetischen Waren und Artikeln sowie beim Angebot und bei der Nachsorge kosmetischer Dienstleistungen unter Berücksichtigung des betrieblichen Angebotes und der Kundentypologie, Beurteilen und Reinigen, Pflegen und Schützen von Haut und Nägeln unter Einsatz berufsüblicher Hilfsmittel, Apparate und Instrumente sowie unterstützender Anwendungen unter besonderer Berücksichtigung von Hygiene und Gesundheitsschutz, Planen und Gestalten von dekorativen kosmetischen Maßnahmen am ganzen Körper unter Berücksichtigung des Kundentyps und aktueller Trends, Durchführen von Ernährungsberatung im Zusammenhang mit kosmetischen Anwendungen und unterbreiten von individuellen Vorschlägen zur Gesundheitsförderung, Kenntnisse der allgemeinen Grundlagen der Kosmetik, Durchführen von speziellen ergänzenden kosmetische Anwendungen, zum Beispiel permanenten kosmetischen Maßnahmen, insbesondere der permanenten Haarentfernung und der Applikation des permanenten Makeup, Planen und Durchführen von unterstützenden hydrotherapeutischen Anwendungen zur kosmetischen Behandlung, Durchführen von Maßnahmen der speziellen Fußpflege im kosmetischen Anwendungsbereich, Modellieren von Finger- und Fußnägeln und Beherrschen von visagistischen Techniken, Planen und Anwenden von kosmetischen Massagen, einschließlich der manuellen Lymphdrainage im kosmetischen Bereich.

Berufliche Tätigkeitsfelder: Kosmetiker und Kosmetikerinnen arbeiten vorwiegend als Angestellte oder als Selbständige in Kosmetikinstituten, aber auch in Parfümerien, bei Friseuren sowie in Einrichtungen des Gesundheitswesens wie zum Beispiel Kur- und Rehabilitationskliniken, spezialisierten Krankenhäusern oder sog. Wellness-Einrichtungen.",-27.75596656230624,-11.55574437120096
151,Maskenbildner/Maskenbildnerin,"Nichtmedizinische Gesundheits-, Körperpflege- und Wellnessberufe, Medizintechnik",Gesundheit & Medizin,3.0,https://www.bibb.de/dienst/berufesuche/de/index_berufesuche.php/profile/apprenticeship/67853422,,Maskenbildner/Maskenbildnerin,-292.099753101689,221.42291677482052
